Anatomy OBO ID	Anatomy Name	Anatomy Synonym	
ZFA:0001296	glossopharyngeal placode	petrosal placode
ZFA:0009103	glucagon secreting cell	glucagon secreting cells
ZFA:0009215	glucocorticoid secreting cell	glucocorticoid secreting cells
ZFA:0009290	glutamatergic neuron	glutamatergic neurons
ZFA:0009094	goblet cell	chalice cell
ZFA:0009069	Golgi cell	Golgi cells
ZFA:0000413	gonad	gonads
ZFA:0000413	gonad	mature gonad
ZFA:0001262	gonad primordium	undifferentiated gonad
ZFA:0001262	gonad primordium	gonadal primordium
ZFA:0000212	granular eminence	lateral granular eminence
ZFA:0000212	granular eminence	eminentia granularis
ZFA:0000212	granular eminence	EG
ZFA:0009070	granule cell	granule cells
ZFA:0009048	granulocyte	granulocytes
ZFA:0009251	granulocyte monocyte progenitor cell	GMP
ZFA:0009251	granulocyte monocyte progenitor cell	CFU-C , Colony forming unit in culture
ZFA:0009251	granulocyte monocyte progenitor cell	colony forming unit granulocyte macrophage
ZFA:0009251	granulocyte monocyte progenitor cell	granulocyte-macrophage progenitor
ZFA:0009227	granulosa cell	granulosa cells
ZFA:0001112	granulosa cell layer	granulosa cell layers
ZFA:0009223	green sensitive photoreceptor cell	green sensitive photoreceptor cells
ZFA:0001681	grey matter	gray matter
ZFA:0001681	grey matter	gray mater
ZFA:0000518	griseum centrale	central gray
ZFA:0000518	griseum centrale	central grey
ZFA:0005868	griseum tectale	tectal grey
ZFA:0000112	gut	gut tube
ZFA:0000112	gut	alimentary canal
ZFA:0000112	gut	enteric tract
ZFA:0009289	gut absorptive cell	gut absorptive cells
ZFA:0009078	gut endothelial cell	gut endothelial cells
ZFA:0000213	habenula	habenulae
ZFA:0000213	habenula	habenular nucleus
ZFA:0000359	habenular commissure	commissura habenularum
ZFA:0009366	hair cell	hair cells
ZFA:0000678	hair cell anterior macula	sensory hair cells anterior macula
ZFA:0000281	hair cell posterior macula	sensory hair cells posterior macula
ZFA:0000026	hatching gland	hgg
ZFA:0009151	hatching gland cell	hatching gland cells
ZFA:0000669	head kidney	kidney marrow
ZFA:0000669	head kidney	anterior kidney
ZFA:0001652	head muscle	cranial muscle
ZFA:0001652	head muscle	cephalic muscle
ZFA:0000028	heart primordium	heart primordia
ZFA:0000028	heart primordium	cardiac field
ZFA:0000115	heart rudiment	rudimentary heart
ZFA:0000115	heart rudiment	heart cone
ZFA:0005065	heart valve	heart valves
ZFA:0000519	hemal arch	haemal arch
ZFA:0000519	hemal arch	ventral arcocentrum
ZFA:0000735	hemal postzygapophysis	haemal postzygapophysis
ZFA:0000735	hemal postzygapophysis	hemal postzygapophyses
ZFA:0000735	hemal postzygapophysis	hemal postzygopophysis
ZFA:0007005	hemal prezygapophysis	hemal prezygopophysis
ZFA:0007005	hemal prezygapophysis	haemal prezygapophysis
ZFA:0001364	hemal spine	haemal spine
ZFA:0005830	hematopoietic cell	haemopoietic cell
ZFA:0005830	hematopoietic cell	haematopoietic cell
ZFA:0005830	hematopoietic cell	hemopoietic cell
ZFA:0009354	hematopoietic multipotent progenitor cell	hemopoietic progenitor cell
ZFA:0009014	hematopoietic stem cell	HSC
ZFA:0009014	hematopoietic stem cell	colony forming unit hematopoietic
ZFA:0009014	hematopoietic stem cell	hematopoietic progenitor cell
ZFA:0009014	hematopoietic stem cell	hemopoietic progenitor cell
ZFA:0009014	hematopoietic stem cell	hemopoietic stem cell
ZFA:0005090	hepatic portal vein	HPV
ZFA:0005090	hepatic portal vein	primary hepatic portal vein
ZFA:0005091	hepatic sinusoid	hepatic sinusoids
ZFA:0000670	hepatic vein	hepatic veins
ZFA:0009111	hepatocyte	hepatocytes
ZFA:0005167	hepatopancreatic ampulla	papilla Vateri
ZFA:0005167	hepatopancreatic ampulla	ampulla of Vater
ZFA:0005167	hepatopancreatic ampulla	papilla duodeni major
ZFA:0000029	hindbrain	rhombencephalon
ZFA:0009315	horizontal cell	horizontal cells
ZFA:0000671	horizontal myoseptum	horizontal septum
ZFA:0005045	hyaloid artery	hyaloid arteries
ZFA:0005047	hyaloid vein	hyaloid veins
ZFA:0005046	hyaloid vessel	hyaloid vasculature
ZFA:0005046	hyaloid vessel	hyaloid vessels
ZFA:0007052	hyohyoideus	hyohyal
ZFA:0000521	hyoid muscle	hyoid muscles
ZFA:0000672	hyomandibula	hyomandibular
ZFA:0005629	hyomandibular foramen	facial foramen
ZFA:0005629	hyomandibular foramen	hyosymplectic foramen
ZFA:0005629	hyomandibular foramen	facial nerve foramen
ZFA:0005544	hyomandibular-otic region joint	hyomandibula-sphenotic-prootic joint
ZFA:0001422	hyosymplectic cartilage	hyomandibular cartilage
ZFA:0001085	hypaxial myotome region	hypaxial muscle
ZFA:0009313	hypertrophic chondrocyte	hypertrophic chondrocytes
ZFA:0000117	hypoblast	mesendoderm
ZFA:0001233	hypobranchial 1 bone	hypobranchial 1 bones
ZFA:0001524	hypobranchial 1 cartilage	hypobranchial 1 cartilages
ZFA:0001236	hypobranchial 2 bone	hypobranchial 2 bones
ZFA:0001525	hypobranchial 2 cartilage	hypobranchial 2 cartilages
ZFA:0001235	hypobranchial 3 bone	hypobranchial 3 bones
ZFA:0001526	hypobranchial 3 cartilage	hypobranchial 3 cartilages
ZFA:0001234	hypobranchial 4 bone	hypobranchial 4 bones
ZFA:0001523	hypobranchial 4 cartilage	hypobranchial 4 cartilages
ZFA:0000673	hypobranchial artery	HA
ZFA:0000363	hypobranchial bone	hypobranchial bones
ZFA:0001522	hypobranchial cartilage	hypobranchial cartilages
ZFA:0000214	hypobranchial vessel	hypobranchial vessels
ZFA:0005778	hypocretin-secreting neuron	orexin secreting neuron
ZFA:0009196	hypodermal cell	hypodermal cells
ZFA:0001136	hypodermis	subcutis
ZFA:0001381	hypohyal bone	hypohyals
ZFA:0005625	hypophyseal fenestra	hypophyseal fenestrae
ZFA:0000118	hypophysis	pituitary
ZFA:0000364	hypural	hypurals
ZFA:0000364	hypural	hyp
ZFA:0000364	hypural	hypuralia
ZFA:0000902	hypural muscle	hypural muscles
ZFA:0001028	hypurapophysis	parhypurapophysis
ZFA:0001028	hypurapophysis	parhypurapophysis process
ZFA:0001028	hypurapophysis	hypurapophyses
ZFA:0001096	immature anterior macula	immature anterior maculae
ZFA:0009343	immature B cell	immature B-cell
ZFA:0009343	immature B cell	immature B-lymphocyte
ZFA:0009343	immature B cell	newly formed B Cell
ZFA:0009343	immature B cell	immature B lymphocyte
ZFA:0009337	immature gamma-delta T cell	immature gamma-delta T-lymphocyte
ZFA:0009337	immature gamma-delta T cell	immature gamma-delta T lymphocyte
ZFA:0009337	immature gamma-delta T cell	immature gamma-delta T-cell
ZFA:0005272	immature gonad	juvenile ovary
ZFA:0005272	immature gonad	juvenile gonad
ZFA:0001098	immature hair cell anterior macula	immature sensory hair cells anterior macula
ZFA:0001099	immature hair cell posterior macula	immature sensory hair cells posterior macula
ZFA:0001095	immature macula	immature maculae
ZFA:0001095	immature macula	immature sensory patch
ZFA:0001095	immature macula	immature sensory patches
ZFA:0009346	immature natural killer cell	p-NK
ZFA:0009346	immature natural killer cell	immature NK cell
ZFA:0009328	immature neutrophil	immature neutrophil leucocyte
ZFA:0009328	immature neutrophil	immature neutrophil leukocyte
ZFA:0009328	immature neutrophil	immature neutrophilic leucocyte
ZFA:0009328	immature neutrophil	immature neutrocyte
ZFA:0001097	immature posterior macula	immature posterior maculae
ZFA:0009340	immature T cell	immature T lymphocyte
ZFA:0009340	immature T cell	immature T-lymphocyte
ZFA:0009340	immature T cell	immature T-cell
ZFA:0000341	inferior caudal dorsal flexor	dorsal flexors
ZFA:0000341	inferior caudal dorsal flexor	flexor caudalis dorsalis inferioris
ZFA:0000341	inferior caudal dorsal flexor	dorsal flexor
ZFA:0000341	inferior caudal dorsal flexor	CDI
ZFA:0000269	inferior caudal ventral flexor	CVI
ZFA:0000269	inferior caudal ventral flexor	inferior ventral flexor
ZFA:0000269	inferior caudal ventral flexor	flexor caudalis ventralis inferioris
ZFA:0000522	inferior hyohyoid	hyohyoideus inferior
ZFA:0000522	inferior hyohyoid	inferior hyohyoids
ZFA:0000165	inferior lobe	inferior lobe of hypothalamus
ZFA:0000165	inferior lobe	lobus inferior hypothalami
ZFA:0000165	inferior lobe	inferior lobes
ZFA:0000165	inferior lobe	lateral lobe of hypothalamus
ZFA:0000366	inferior raphe nucleus	posterior raphe nucleus
ZFA:0000223	infraorbital 1	lacrimal
ZFA:0000223	infraorbital 1	lacrymal bone
ZFA:0000223	infraorbital 1	lachrymal bone
ZFA:0000495	infraorbital 5	dermosphenotic
ZFA:0000524	infraorbital lateral line	infraorbital line
ZFA:0000813	infraorbital lateral line neuromast	neuromasts infraorbital
ZFA:0000813	infraorbital lateral line neuromast	neuromast infraorbital
ZFA:0001649	infraorbital series	circumorbital series
ZFA:0001199	infundibulum	pituitary stalk
ZFA:0001199	infundibulum	hypophysial stalk
ZFA:0001199	infundibulum	infundibulum of hypothalamus
ZFA:0009225	inhibitory interneuron	inhibitory interneurons
ZFA:0005136	inner dental epithelium	ide
ZFA:0005136	inner dental epithelium	inner enamel epithelium
ZFA:0000217	inner ear	ear
ZFA:0000217	inner ear	otocyst
ZFA:0000217	inner ear	otic capsule
ZFA:0001029	inner limiting membrane	inner limiting membranes
ZFA:0001029	inner limiting membrane	ILM
ZFA:0005054	inner optic circle	IOC
ZFA:0009134	insulating cell	insulating cells
ZFA:0009101	insulin secreting cell	insulin secreting cells
ZFA:0000368	integument	skin
ZFA:0005325	integument ionocyte	extrabranchial ionocyte
ZFA:0005325	integument ionocyte	skin ionocyte
ZFA:0000474	intercalar	opisthotic
ZFA:0001603	intercalarium articulating process	articular process
ZFA:0005472	inter-frontal joint	metopic suture
ZFA:0005472	inter-frontal joint	interfrontal joint
ZFA:0005472	inter-frontal joint	interfrontal suture
ZFA:0001511	interhyal cartilage	stylohyal
ZFA:0001511	interhyal cartilage	interhyal bone
ZFA:0007051	interhyoideus	interhyal
ZFA:0007051	interhyoideus	ventral interhyoideus
ZFA:0007051	interhyoideus	ventral interhyoidei
ZFA:0000369	intermandibularis	intermandibular muscle
ZFA:0000033	intermediate cell mass of mesoderm	intermediate cell mass of Oellacher
ZFA:0000033	intermediate cell mass of mesoderm	ICM
ZFA:0000033	intermediate cell mass of mesoderm	posterior intermediate cell mass
ZFA:0006000	intermediate hypothalamus	Hi
ZFA:0001206	intermediate mesoderm	IM
ZFA:0000219	intermediate reticular formation	intermediate reticular formations
ZFA:0000370	intermediate thalamic nucleus	intermediate thalamic nuclei
ZFA:0000526	intermuscular bone	intermuscular bones
ZFA:0005081	internal carotid artery	cranial carotid artery
ZFA:0005081	internal carotid artery	ICA
ZFA:0000573	internal cellular layer	stratum cellulare internum bulbi olfactorii
ZFA:0001107	internal gill bud	internal gill buds
ZFA:0000221	internal levator	internal levators
ZFA:0000371	internal pharyngoclavicularis	internal pharyngoclavicularae
ZFA:0000712	internal yolk syncytial layer	I-YSL
ZFA:0009365	interneuromast cell	interneuromast cells
ZFA:0009051	interneuron	interneurons
ZFA:0000674	interopercle	interopercles
ZFA:0005501	interopercular-mandibular ligament	interoperculomandibular ligament
ZFA:0005607	inter-parietal joint	sagittal suture
ZFA:0000528	interradialis caudalis	IC
ZFA:0000528	interradialis caudalis	interradiali
ZFA:0000528	interradialis caudalis	interradialis
ZFA:0005101	interray vessel	interray vessels
ZFA:0005801	interrenal vessel	IRV
ZFA:0001061	intersegmental artery	intersegmental arteries
ZFA:0005319	intersegmental lymph vessel	islv
ZFA:0001057	intersegmental vein	ISV
ZFA:0001285	intersegmental vessel	segmental vessel
ZFA:0001285	intersegmental vessel	intersegmental vessels
ZFA:0001285	intersegmental vessel	intersomitic vessels
ZFA:0001341	intervening zone	IZ
ZFA:0007119	intervertebral ligament	IVL
ZFA:0005100	intervessel commissure	intervessel comisures
ZFA:0005256	intervillus pockets	intestinal crypt
ZFA:0001076	intestinal bulb	foregut
ZFA:0001076	intestinal bulb	anterior intestine
ZFA:0001076	intestinal bulb	pseudogaster
ZFA:0005124	intestinal epithelium	intestine epithelium
ZFA:0005124	intestinal epithelium	villous epithelium
ZFA:0005840	intestinal lymphatic network	<new synonym>
ZFA:0005840	intestinal lymphatic network	intestinal lymphatics
ZFA:0005273	intestinal mucosal muscle	intestinal lamina muscularis mucosae
ZFA:0005782	intestinal opening	gut opening
ZFA:0005737	intestinal rod	endodermal rod
ZFA:0005737	intestinal rod	intestinal anlage
ZFA:0005125	intestinal villus	intestinal villi
ZFA:0005807	intestine lumen	gut lumen
ZFA:0001635	intramembranous bone	intramembranous bones
ZFA:0007123	ionocyte progenitor cell	ionocyte progenitor cells
ZFA:0001238	iris	irises
ZFA:0000222	isthmic primary nucleus	isthmic primary sensory trigeminal nucleus
ZFA:0000222	isthmic primary nucleus	isthmic primary nuclei
ZFA:0009279	ito cell	perisinusoidal cell
ZFA:0009279	ito cell	hepatic stellate cell
ZFA:0005792	jaw flap	lateral projections lower jaw
ZFA:0001596	joint	joints
ZFA:0005109	jugular lymphatic vessel	JL
ZFA:0005109	jugular lymphatic vessel	JLV
ZFA:0005238	juxtaglomerular cell	renin secreting cell
ZFA:0005238	juxtaglomerular cell	kidney granular cell
ZFA:0005828	kappe olfactory receptor neuron	kappe neuron
ZFA:0009157	keratin accumulating cell	keratin accumulating cells
ZFA:0009158	keratinocyte	keratinocytes
ZFA:0007124	keratinocyte progenitor cell	keratinocyte progenitor cells
ZFA:0000529	kidney	mesonephros
ZFA:0005240	Kolmer-Agduhr neuron	Kolmer-Agduhr cell
ZFA:0005240	Kolmer-Agduhr neuron	dorsal CSF-cN
ZFA:0005240	Kolmer-Agduhr neuron	dorsal CSF-cNs
ZFA:0005240	Kolmer-Agduhr neuron	KA cell
ZFA:0005240	Kolmer-Agduhr neuron	KA interneuron
ZFA:0005240	Kolmer-Agduhr neuron	KA neuron
ZFA:0000001	Kupffer's vesicle	ciliated organ of asymmetry
ZFA:0000695	labial cavity	labial cavities
ZFA:0000374	lagena	lagenas
ZFA:0001627	lagenar capsule	lagenar capsules
ZFA:0001503	lamina orbitonasalis	laminas orbitonasalis
ZFA:0000530	lapillus	utriculith
ZFA:0000530	lapillus	utricular otolith
ZFA:0000530	lapillus	immature anterior otolith
ZFA:0005888	lateral basicapsular commissure	lateral basicranial commissure
ZFA:0005888	lateral basicapsular commissure	lateral commissure
ZFA:0000531	lateral column	lateral columns
ZFA:0000166	lateral crista	lateral semicircular canal sensory patches
ZFA:0000166	lateral crista	medial crista
ZFA:0000166	lateral crista	lateral cristae
ZFA:0000166	lateral crista	lc
ZFA:0000166	lateral crista	lateral semicircular canal sensory patch
ZFA:0000166	lateral crista	lateral crista ampullaris
ZFA:0000225	lateral crista primordium	lateral crista primordia
ZFA:0001054	lateral dorsal aorta	LDA
ZFA:0000226	lateral ethmoid	lateral ethmoids
ZFA:0005837	lateral facial lymph vessel	LFL
ZFA:0005837	lateral facial lymph vessel	lateral facial lymphatic
ZFA:0007012	lateral forebrain bundle	lateral forebrain bundles
ZFA:0007012	lateral forebrain bundle	fasciculus lateralis telencephali
ZFA:0000379	lateral forebrain bundle diencephalon	lateral forebrain bundles diencephalon
ZFA:0000779	lateral forebrain bundle telencephalon	lateral forebrain bundles telencephalon
ZFA:0000533	lateral funiculus	lateral funiculi
ZFA:0000227	lateral hypothalamic nucleus	lateral hypothalamic nuclei
ZFA:0000227	lateral hypothalamic nucleus	arcuate nucleus
ZFA:0000227	lateral hypothalamic nucleus	lateral tuberal nucleus
ZFA:0000380	lateral lemniscus nucleus	lateral lemniscus nuclei
ZFA:0001469	lateral line	lateral lines
ZFA:0000120	lateral line ganglion	llg
ZFA:0000120	lateral line ganglion	lateral line ganglia
ZFA:0001479	lateral line nerve	lateral line nerves
ZFA:0000228	lateral line primordium	lateral line primordia
ZFA:0000228	lateral line primordium	llp
ZFA:0000381	lateral line sensory nucleus	lateral line sensory nuclei
ZFA:0000034	lateral line system	ll
ZFA:0000534	lateral longitudinal fasciculus	lateral lemniscus
ZFA:0000534	lateral longitudinal fasciculus	lateral longitundinal fasciculus
ZFA:0000534	lateral longitudinal fasciculus	lateral longitudinal fascicle
ZFA:0000534	lateral longitudinal fasciculus	LLF
ZFA:0000176	lateral nucleus of ventral telencephalon	area ventralis telencephali, nucleus lateralis
ZFA:0005892	lateral occipital foramen	lateral occipital foramina
ZFA:0000229	lateral olfactory tract	tractus olfactorius lateralis
ZFA:0000121	lateral plate mesoderm	LPM
ZFA:0000121	lateral plate mesoderm	lateral plate
ZFA:0000209	lateral preglomerular nucleus	lateral preglomerular nuclei
ZFA:0005669	lateral protoglomerulus	lateral protoglomeruli
ZFA:0005717	lateral protoglomerulus 1	LG1
ZFA:0005718	lateral protoglomerulus 2	LG2
ZFA:0005719	lateral protoglomerulus 3	LG3
ZFA:0005720	lateral protoglomerulus 4	LG4
ZFA:0000231	lateral recess	recessus lateralis
ZFA:0000231	lateral recess	lateral recess of diencephalic ventricle
ZFA:0000231	lateral recess	lateral recesses
ZFA:0000383	lateral rectus	lateral recti
ZFA:0000383	lateral rectus	posterior rectus
ZFA:0000535	lateral reticular nucleus	lateral reticular nuclei
ZFA:0000220	lateral semicircular canal	horizontal semicircular canal
ZFA:0000220	lateral semicircular canal	lateral semicircular canals
ZFA:0000220	lateral semicircular canal	lateral semicircular duct
ZFA:0005664	lateral spinal nerve	lateral nerve
ZFA:0000532	lateral valvula cerebelli	valvula cerebelli, pars lateralis
ZFA:0000532	lateral valvula cerebelli	lateral division
ZFA:0000780	lateral wall diencephalic region	lateral wall diencephalon
ZFA:0000906	lateral wall midbrain region	lateral wall midbrain
ZFA:0000785	lateral wall telencephalic region	lateral wall telencephalon
ZFA:0000536	lateral zone of dorsal telencephalon	lateral zone of dorsal telencephalic area
ZFA:0000536	lateral zone of dorsal telencephalon	Dl
ZFA:0000536	lateral zone of dorsal telencephalon	lateral zone of D
ZFA:0000536	lateral zone of dorsal telencephalon	area dorsalis telencephali, zona lateralis
ZFA:0005172	left liver lobe	1st lobe
ZFA:0005172	left liver lobe	first lobe
ZFA:0000035	lens	lenses
ZFA:0000122	lens placode	lens placodes
ZFA:0001554	lepidotrichium	lepidotrichia
ZFA:0001554	lepidotrichium	fin ray
ZFA:0005634	lepidotrichium joint	intra-ray joint
ZFA:0009305	leptomeningeal cell	leptomemingeal cell
ZFA:0009305	leptomeningeal cell	leptomeningeal cells
ZFA:0009261	leucophore	leucophores
ZFA:0009309	leukocyte	immune cell
ZFA:0009309	leukocyte	white blood cell
ZFA:0009309	leukocyte	leucocyte
ZFA:0000384	levator arcus palatini	levators arcus palatini
ZFA:0000537	levator operculi	levator operculae
ZFA:0009108	Leydig cell	interstitial cell
ZFA:0005702	lg1	glomerulus 1 of the lateral chain
ZFA:0005702	lg1	lateral glomerulus 1
ZFA:0005703	lG2	lcG2
ZFA:0005703	lG2	glomerulus 2 of the lateral chain
ZFA:0005703	lG2	lateral glomerulus 2
ZFA:0005704	lG3	glomerulus 3 of the lateral chain
ZFA:0005704	lG3	lateral glomerulus 3
ZFA:0005704	lG3	lcG3
ZFA:0005705	lG4	lateral glomerulus 4
ZFA:0005705	lG4	lcG4
ZFA:0005705	lG4	glomerulus 4 of the lateral chain
ZFA:0005706	lg5	lateral glomerulus 5
ZFA:0005706	lg5	glomerulus 5 of the lateral chain
ZFA:0005706	lg5	lcG5
ZFA:0005708	lg6	lvpG
ZFA:0005708	lg6	lateral glomerulus 6
ZFA:0009188	ligament cell	ligament cells
ZFA:0009130	lining cell	boundary cell
ZFA:0007006	lip	lips
ZFA:0000124	liver primordium	liver bud
ZFA:0000539	locus coeruleus	loci coeruleus
ZFA:0000230	longitudinal hypochordal	hypochordal longitudinalis
ZFA:0005106	longitudinal lateral lymphatic vessel	LLL
ZFA:0005845	lower left intestinal lymph vessel	LL-IL
ZFA:0005845	lower left intestinal lymph vessel	lower left intestinal lymphatic
ZFA:0000233	lower oral valve	mandibular valve
ZFA:0000233	lower oral valve	lower semilunar valve
ZFA:0000233	lower oral valve	lower internal lip
ZFA:0000233	lower oral valve	buccal valve
ZFA:0000233	lower oral valve	breathing valve
ZFA:0005842	lower right intestinal lymph vessel	LR-IL
ZFA:0009203	luteinizing hormone secreting cell	delta basophila
ZFA:0009203	luteinizing hormone secreting cell	gonadotroph
ZFA:0009203	luteinizing hormone secreting cell	gonadotrope
ZFA:0005605	lymphangioblast cord	parachordal lymphangioblast string
ZFA:0005832	lymphatic branchial arch 1	LAA1
ZFA:0005833	lymphatic branchial arch 2	LAA2
ZFA:0005834	lymphatic branchial arch 3	LAA3
ZFA:0005835	lymphatic branchial arch 4	LAA4
ZFA:0009250	lymphocyte	lymphocytes
ZFA:0009355	lymphoid progenitor cell	lymphoid progenitor cells
ZFA:0005105	lymph vasculature	lymph vessels
ZFA:0005105	lymph vasculature	lymph vessel
ZFA:0009074	macroglial cell	macroglial cells
ZFA:0009141	macrophage	histiocyte
ZFA:0000386	macula	sensory patch
ZFA:0000386	macula	sensory macula
ZFA:0000386	macula	maculae
ZFA:0000116	macula lagena	maculae lagena
ZFA:0000234	macula neglecta	maculae neglecta
ZFA:0007000	macula saccule	saccular macula
ZFA:0000030	macula utricle	maculae utricle
ZFA:0005715	maG1	maG
ZFA:0005715	maG1	medial anterior glomerulus 1
ZFA:0000540	magnocellular octaval nucleus	magnocellular octaval nuclei
ZFA:0000248	magnocellular preoptic nucleus	magnocellular preoptic nuclei
ZFA:0000235	magnocellular superficial pretectal nucleus	magnocellular superficial pretectal nuclei
ZFA:0005716	maGx	medial anterior glomeruli
ZFA:0001227	mandibular arch skeleton	jaw cartilage
ZFA:0001227	mandibular arch skeleton	oral jaw skeleton
ZFA:0001227	mandibular arch skeleton	pharyngeal arch 1 skeleton
ZFA:0001227	mandibular arch skeleton	jaws
ZFA:0001227	mandibular arch skeleton	jaw
ZFA:0005764	mandibular fat	jaw fat deposit
ZFA:0000259	mandibular lateral line	mandibular line
ZFA:0000259	mandibular lateral line	mandibular lateral lines
ZFA:0000125	mandibular lateral line neuromast	neuromasts mandibular
ZFA:0000125	mandibular lateral line neuromast	neuromast mandibular
ZFA:0000236	mandibular muscle	mandibular muscles
ZFA:0005488	mandibular symphysis	inter-mandibular joint
ZFA:0005488	mandibular symphysis	dentary symphysis
ZFA:0001601	manubrium	horizontal process
ZFA:0001601	manubrium	anterior process of the intercalarium
ZFA:0001601	manubrium	anterior branch of the intercalarium
ZFA:0001601	manubrium	manubrium incudus
ZFA:0000541	marginal blastomere	marginal blastomeres
ZFA:0009331	mature B cell	mature B-lymphocyte
ZFA:0009331	mature B cell	mature B-cell
ZFA:0009331	mature B cell	mature B lymphocyte
ZFA:0009338	mature gamma-delta T cell	mature gamma-delta T-lymphocyte
ZFA:0009338	mature gamma-delta T cell	mature gamma-delta T-cell
ZFA:0009338	mature gamma-delta T cell	mature gamma-delta T lymphocyte
ZFA:0009347	mature natural killer cell	mature NK cell
ZFA:0009347	mature natural killer cell	lymphokine activated killer cell
ZFA:0009347	mature natural killer cell	LAK cell
ZFA:0009049	mature neutrophil	mature neutrocyte
ZFA:0009049	mature neutrophil	PMN
ZFA:0009049	mature neutrophil	mature neutrophil leucocyte
ZFA:0009049	mature neutrophil	mature neutrophil leukocyte
ZFA:0009049	mature neutrophil	mature neutrophilic leucocyte
ZFA:0009049	mature neutrophil	mature neutrophilic leukocyte
ZFA:0009049	mature neutrophil	poly
ZFA:0009049	mature neutrophil	polymorphonuclear leucocyte
ZFA:0009049	mature neutrophil	polymorphonuclear leukocyte
ZFA:0009049	mature neutrophil	polymorphonuclear neutrophil
ZFA:0009049	mature neutrophil	polynuclear neutrophilic leucocyte
ZFA:0009049	mature neutrophil	polynuclear neutrophilic leukocyte
ZFA:0009341	mature T cell	mature T lymphocyte
ZFA:0009341	mature T cell	mature T-lymphocyte
ZFA:0009341	mature T cell	mature T-cell
ZFA:0000270	maxilla	maxillae
ZFA:0005408	maxillary barbel	ZMB
ZFA:0007079	maxillary barbel blood vessel	ventral maxillary barbel blood vessel
ZFA:0007078	maxillary barbel lymph vessel	dorsal maxillary barbel lymph vessel
ZFA:0009293	M cell	M cells
ZFA:0005232	MCoD	larval VeLD
ZFA:0005232	MCoD	multipolar commissural descending interneuron
ZFA:0005709	mdG1	mdpG1
ZFA:0005709	mdG1	mediodorsal posterior glomerulus 1
ZFA:0005709	mdG1	mediodorsal glomerulus 1
ZFA:0005710	mdG2	mediodorsal posterior glomerulus 2
ZFA:0005710	mdG2	mediodorsal glomerulus 2
ZFA:0005710	mdG2	mdpG2
ZFA:0005711	mdG3	mediodorsal glomerulus 3
ZFA:0005712	mdG4	mediodorsal glomerulus 4
ZFA:0005713	mdG5	mediodorsal glomerulus 5
ZFA:0005714	mdG6	mediodorsal glomerulus 6
ZFA:0009120	mechanoreceptor cell	mechanoreceptor cells
ZFA:0001205	Meckel's cartilage	ventral mandibular cartilage
ZFA:0000388	medial caudal lobe	caudal lobe of cerebellum
ZFA:0000388	medial caudal lobe	lobus caudalis cerebelli
ZFA:0000542	medial column	medial columns
ZFA:0000542	medial column	medial column of the reticular formation
ZFA:0005839	medial facial lymph vessel	MFL
ZFA:0005839	medial facial lymph vessel	medial facial lymphatic
ZFA:0005111	medial forebrain bundle	medial forebrain bundles
ZFA:0000237	medial forebrain bundle diencephalon	medial forebrain bundles diencephalon
ZFA:0000910	medial forebrain bundle telencephalon	medial forebrain bundles telencephalon
ZFA:0000997	medial funicular nucleus trigeminal nucleus	medial funicular nucleus trigeminal nuclei
ZFA:0005341	medial longitudinal catecholaminergic tract	mlct
ZFA:0005341	medial longitudinal catecholaminergic tract	medial longitudinal CA tract
ZFA:0000543	medial longitudinal fasciculus	MLF
ZFA:0001696	medial motor nucleus of vagal nerve	mmX
ZFA:0000291	medial octavolateralis nucleus	intermediate octavolateral nucleus
ZFA:0000291	medial octavolateralis nucleus	medial octavolateralis nuclei
ZFA:0000291	medial octavolateralis nucleus	MON
ZFA:0000238	medial olfactory tract	tractus olfactorius medialis
ZFA:0000390	medial preglomerular nucleus	medial preglomerular nuclei
ZFA:0005726	medial protoglomerulus 1	MG1
ZFA:0005727	medial protoglomerulus 2	MG2
ZFA:0005728	medial protoglomerulus 3	MG3
ZFA:0005729	medial protoglomerulus 4	MG4
ZFA:0000301	medial rectus	medial recti
ZFA:0000280	medial valvula cerebelli	valvula cerebelli, pars medialis
ZFA:0000280	medial valvula cerebelli	medial division
ZFA:0000391	medial zone of dorsal telencephalon	medial zone of dorsal telencephalic area
ZFA:0000391	medial zone of dorsal telencephalon	area dorsalis telencephali, zona medialis
ZFA:0000391	medial zone of dorsal telencephalon	medial zone of D
ZFA:0000391	medial zone of dorsal telencephalon	Dm
ZFA:0001535	median fin cartilage	median fin cartilages
ZFA:0000040	median fin fold	median fin
ZFA:0005055	median palatocerebral vein	MPLV
ZFA:0001139	mediodorsal tooth row	mediodorsal tooth rows
ZFA:0009022	megakaryocyte erythroid progenitor cell	MEP
ZFA:0009022	megakaryocyte erythroid progenitor cell	colony forming unit erythroid megakaryocyte
ZFA:0005211	MeL	mesencephalon lateral interneuron
ZFA:0009249	melanoblast	melanoblasts
ZFA:0009091	melanocyte	melanophore
ZFA:0009205	melanocyte stimulating hormone secreting cell	melanotroph
ZFA:0009205	melanocyte stimulating hormone secreting cell	melanotrope
ZFA:0001463	melanophore stripe	melanophore stripes
ZFA:0005214	MeLc	mesencephalon lateral caudal interneuron
ZFA:0005215	MeLm	mesencephalon lateral medial interneuron
ZFA:0005213	MeLr	mesencephalon lateral rostral interneuron
ZFA:0005212	MeM	mesencephalon medial interneuron
ZFA:0005216	MeM1	mesencephalon medial 1 interneuron
ZFA:0001636	membrane bone	membrane bones
