Anatomy OBO ID	Anatomy Name	Anatomy Synonym	
ZFA:0001222	copula 2	posterior copula
ZFA:0000332	coracoid	scapulocoracoid
ZFA:0000332	coracoid	coracoids
ZFA:0000640	cornea	corneas
ZFA:0009079	corneal endothelial cell	corneal endothelial cells
ZFA:0009264	corneal epithelial cell	corneal epithelial cells
ZFA:0005812	coronary artery	coronary vessel
ZFA:0005905	coronoid process	coronoid process of Meckel's cartilage
ZFA:0001274	coronomeckelian	sesamoid articular
ZFA:0001274	coronomeckelian	coronoid
ZFA:0000188	corpus cerebelli	corpus cerebellum
ZFA:0000188	corpus cerebelli	cerebellar corpus
ZFA:0000188	corpus cerebelli	corpus cerebelli granular layer
ZFA:0000334	corpus mamillare	mammillary body
ZFA:0005176	CoSA	secondary commissural interneuron
ZFA:0001458	cranial cartilage	cranial cartilages
ZFA:0001059	cranial division of the internal carotid artery	CrDI
ZFA:0001059	cranial division of the internal carotid artery	anterior rami of the cerebral carotid artery
ZFA:0001059	cranial division of the internal carotid artery	anterior cerebral carotid artery
ZFA:0001059	cranial division of the internal carotid artery	rostral division of the internal carotid artery
ZFA:0000013	cranial ganglion	presumptive cranial ganglia
ZFA:0000013	cranial ganglion	cranial ganglia
ZFA:0005730	cranial motor neuron	cranial motoneuron
ZFA:0000641	cranial nerve	cranial nerves
ZFA:0000249	cranial nerve I	CN-I
ZFA:0000249	cranial nerve I	olfactory nerve
ZFA:0000435	cranial nerve II	CN-II
ZFA:0000435	cranial nerve II	optic
ZFA:0000435	cranial nerve II	optic nerve
ZFA:0000405	cranial nerve III	occulomotor
ZFA:0000405	cranial nerve III	CN-III
ZFA:0000405	cranial nerve III	oculomotor nerve
ZFA:0000600	cranial nerve IV	CN-IV
ZFA:0000600	cranial nerve IV	trochlear nerve
ZFA:0000600	cranial nerve IV	trochlear
ZFA:0000668	cranial nerve IX	nervus glossopharyngeus
ZFA:0000668	cranial nerve IX	CN-IX
ZFA:0000668	cranial nerve IX	glossopharyngeal nerve
ZFA:0000697	cranial nerve V	CN-V
ZFA:0000697	cranial nerve V	trigeminal nerve
ZFA:0000310	cranial nerve VI	nervus abducens
ZFA:0000310	cranial nerve VI	abducens nerve
ZFA:0000310	cranial nerve VI	CN-VI
ZFA:0000664	cranial nerve VII	nervus facialis
ZFA:0000664	cranial nerve VII	CN-VII
ZFA:0000664	cranial nerve VII	facial nerve
ZFA:0000247	cranial nerve VIII	cochleovestibular nerve
ZFA:0000247	cranial nerve VIII	auditory nerve
ZFA:0000247	cranial nerve VIII	octaval nerve
ZFA:0000247	cranial nerve VIII	CN-VIII
ZFA:0000247	cranial nerve VIII	statoacoustic nerve
ZFA:0000453	cranial nerve X	vagus nerve
ZFA:0000453	cranial nerve X	CN-X
ZFA:0000453	cranial nerve X	vagal nerve
ZFA:0009003	cranial neural crest cell	cranial neural crest cells
ZFA:0001267	cranial vasculature	head vasculature
ZFA:0005606	cranial vault	skullcap
ZFA:0005606	cranial vault	calvaria
ZFA:0005606	cranial vault	calva
ZFA:0005606	cranial vault	calvarium
ZFA:0000737	cranium	cranial skeleton
ZFA:0000335	crossed tecto-bulbar tract	tractus tectobulbaris cruciatus
ZFA:0009360	crypt olfactory receptor neuron	crypt cell
ZFA:0009360	crypt olfactory receptor neuron	crypt sensory neuron
ZFA:0009360	crypt olfactory receptor neuron	crypt olfactory sensory neuron
ZFA:0009317	cyanophore	blue chromatophore
ZFA:0009228	D cell	D cells
ZFA:0001473	deep blastomere	deep blastomeres
ZFA:0005825	deep lateral dorsal muscle	LPD
ZFA:0005825	deep lateral dorsal muscle	lateralis profundus dorsalis
ZFA:0005824	deep lateral ventral muscle	LPV
ZFA:0005824	deep lateral ventral muscle	lateralis profundus ventralis
ZFA:0000494	deep white zone	deep white zones
ZFA:0000711	DEL	deep cell layer
ZFA:0000711	DEL	DEL cells
ZFA:0009209	dendritic cell	veiled cell
ZFA:0009209	dendritic cell	interdigitating cell
ZFA:0005134	dental epithelium	dental epithelia
ZFA:0005138	dental organ	enamel organ
ZFA:0005140	dental papilla	tooth mesenchyme
ZFA:0005140	dental papilla	pharyngeal tooth mesenchyme
ZFA:0009173	dental papilla cell	dental papilla cells
ZFA:0000644	dental plate	dental plates
ZFA:0000191	dentary	dentary bone
ZFA:0005143	dentine	dentin
ZFA:0001590	dermal bone	dermal bones
ZFA:0001182	dermal deep region	stratum compactum
ZFA:0001183	dermal superficial region	stratum laxum
ZFA:0000863	dermatocranium	dermal bone cranium
ZFA:0001513	dermomyotome	dermomyotomes
ZFA:0001686	Descemet's membrane	posterior limiting membrane
ZFA:0000645	descending octaval nucleus	nucleus octavus descendens
ZFA:0000192	descending trigeminal root	radix descendens nervi trigemini
ZFA:0005685	dG1	dorsal glomerulus 1
ZFA:0005806	diencephalic efferent neurons to the lateral line	DELL neuron
ZFA:0000338	diencephalic white matter	diencephalic tract/commissure
ZFA:0000193	diffuse nucleus inferior lobe	DIL
ZFA:0000193	diffuse nucleus inferior lobe	diffuse nuclei
ZFA:0009217	digestive enzyme secreting cell	digestive enzyme secreting cells
ZFA:0000498	dilatator operculi	dilators operculi
ZFA:0000498	dilatator operculi	dilator opercula
ZFA:0000498	dilatator operculi	dilatator opercula
ZFA:0005071	distal conduction system	His-Purkinje system
ZFA:0005071	distal conduction system	His-Purkinji network
ZFA:0005071	distal conduction system	HPS
ZFA:0005293	distal early tubule	distal early tubules
ZFA:0005149	distal epidermal cap	distal epidermal caps
ZFA:0005686	dlG1	dorsolateral glomerulus 1
ZFA:0005687	dlG2	dorsolateral glomerulus 2
ZFA:0005688	dlG3	dorsolateral glomerulus 3
ZFA:0005689	dlG4	dorsolateral glomerulus 4
ZFA:0005690	dlG5	dorsolateral glomerulus 5
ZFA:0005178	DoLA	dorsal longitudinal interneuron
ZFA:0009301	dopaminergic neuron	dopaminergic neurons
ZFA:0000194	dorsal accessory optic nucleus	nucleus opticus accessorius dorsalis
ZFA:0000052	dorsal actinotrichium	dorsal actinotrichia
ZFA:0001312	dorsal anterior lateral line ganglion	anterodorsal lateral line ganglion
ZFA:0001480	dorsal anterior lateral line nerve	anterodorsal lateral line nerve
ZFA:0001480	dorsal anterior lateral line nerve	dorsal anterior lateral line nerves
ZFA:0000014	dorsal aorta	dorsal aortic root
ZFA:0000014	dorsal aorta	DA
ZFA:0000499	dorsal arrector	arrector dorsalis
ZFA:0000499	dorsal arrector	dorsal arrectors
ZFA:0005082	dorsal branch nasal ciliary artery	dorsal branch nasal ciliary arteries
ZFA:0000647	dorsal caudal thalamic nucleus	nucleus dorsalis posterior thalami
ZFA:0000647	dorsal caudal thalamic nucleus	dorsal posterior thalamic nucleus
ZFA:0005030	dorsal ciliary vein	DCV
ZFA:0000195	dorsal depressor	dorsal depressors
ZFA:0000195	dorsal depressor	depressor dorsalis
ZFA:0000340	dorsal entopeduncular nucleus of ventral telencephalon	nucleus entopeduncularis, pars dorsalis
ZFA:0000340	dorsal entopeduncular nucleus of ventral telencephalon	ENd
ZFA:0000340	dorsal entopeduncular nucleus of ventral telencephalon	endopeduncular nucleus, dorsal part
ZFA:0000340	dorsal entopeduncular nucleus of ventral telencephalon	entopeduncular nucleus, dorsal part
ZFA:0000500	dorsal erector	dorsal erectors
ZFA:0000500	dorsal erector	erector dorsalis
ZFA:0000936	dorsal fin distal radial	dorsal fin distal radials
ZFA:0001418	dorsal fin lepidotrichium	dorsal fin ray
ZFA:0001418	dorsal fin lepidotrichium	dorsal fin lepidotrichia
ZFA:0005355	dorsal fin lepidotrichium 1	dorsal fin ray 1
ZFA:0005356	dorsal fin lepidotrichium 2	dorsal fin ray 2
ZFA:0005357	dorsal fin lepidotrichium 3	dorsal fin ray 3
ZFA:0005358	dorsal fin lepidotrichium 4	dorsal fin ray 4
ZFA:0005359	dorsal fin lepidotrichium 5	dorsal fin ray 5
ZFA:0005360	dorsal fin lepidotrichium 6	dorsal fin ray 6
ZFA:0005361	dorsal fin lepidotrichium 7	dorsal fin ray 7
ZFA:0005816	dorsal fin protractor	protractor dorsalis
ZFA:0000947	dorsal fin proximal radial	dorsal fin proximal radials
ZFA:0001419	dorsal fin pterygiophore	dorsal fin support
ZFA:0005364	dorsal fin pterygiophore 1	dorsal fin radial 1
ZFA:0005365	dorsal fin pterygiophore 2	dorsal fin radial 2
ZFA:0005366	dorsal fin pterygiophore 3	dorsal fin radial 3
ZFA:0005367	dorsal fin pterygiophore 4	dorsal fin radial 4
ZFA:0005368	dorsal fin pterygiophore 5	dorsal fin radial 5
ZFA:0005369	dorsal fin pterygiophore 6	dorsal fin radial 6
ZFA:0005370	dorsal fin pterygiophore 7	dorsal fin radial 7
ZFA:0005371	dorsal fin pterygiophore 8	dorsal fin radial 8
ZFA:0001647	dorsal fin radial	dorsal fin radials
ZFA:0001647	dorsal fin radial	dorsal fin pterygiophore
ZFA:0005817	dorsal fin retractor	retractor dorsalis
ZFA:0000501	dorsal funiculus	funiculus dorsalis
ZFA:0000197	dorsal habenular nucleus	dorsal habenular nuclei
ZFA:0000197	dorsal habenular nucleus	dorsal nuclei
ZFA:0000649	dorsal horn spinal cord	cornu dorsale
ZFA:0000649	dorsal horn spinal cord	dorsal horn
ZFA:0001401	dorsal hyoid arch	dorsal visceral arch 2
ZFA:0000196	dorsal hypohyal bone	dorsal hypohyals
ZFA:0000342	dorsal inclinator	dorsal inclinators
ZFA:0000342	dorsal inclinator	inclinator dorsalis
ZFA:0005822	dorsal interfilamental caudal muscle	ICD
ZFA:0005822	dorsal interfilamental caudal muscle	interfilamenti caudalis dorsalis
ZFA:0005112	dorsal lateral line	dorsal lateral lines
ZFA:0005113	dorsal lateral line neuromast	neuromast dorsal
ZFA:0005025	dorsal longitudinal anastomotic vessel	DLAV
ZFA:0005266	dorsal longitudinal fasciculus	DLF
ZFA:0005320	dorsal longitudinal lymphatic vessel	dllv
ZFA:0005031	dorsal longitudinal vein	DLV
ZFA:0000650	dorsal motor root of V	dorsal motor roots of V
ZFA:0000343	dorsal nucleus of ventral telencephalon	area ventralis telencephali, nucleus dorsalis
ZFA:0000343	dorsal nucleus of ventral telencephalon	dorsal division of ventral telencephalic area
ZFA:0000343	dorsal nucleus of ventral telencephalon	dorsal nucleus of V
ZFA:0000343	dorsal nucleus of ventral telencephalon	Vd
ZFA:0000503	dorsal oblique branchial muscle	dorsal oblique branchial muscles
ZFA:0000738	dorsal oblique extraocular muscle	dorsal oblique extraocular muscles
ZFA:0000738	dorsal oblique extraocular muscle	superior oblique muscle
ZFA:0000651	dorsal pelvic arrector	arrector dorsalis pelvicus
ZFA:0000651	dorsal pelvic arrector	dorsal pelvic arrectors
ZFA:0000345	dorsal rectus	dorsal recti
ZFA:0000345	dorsal rectus	superior rectus
ZFA:0000504	dorsal retractor	dorsal retractors
ZFA:0000652	dorsal root	radix dorsalis
ZFA:0000200	dorsal root ganglion	dorsal root ganglia
ZFA:0000200	dorsal root ganglion	DRG
ZFA:0005663	dorsal spinal nerve	dorsal nerve
ZFA:0000346	dorsal tegmental nucleus	DTN
ZFA:0000346	dorsal tegmental nucleus	nucleus tegmentalis dorsalis
ZFA:0000505	dorsal telencephalon	dorsal telencephalic area
ZFA:0000505	dorsal telencephalon	pallium
ZFA:0000505	dorsal telencephalon	area dorsalis telencephali
ZFA:0000653	dorsal thalamus	thalamus, pars dorsalis
ZFA:0000653	dorsal thalamus	thalamus
ZFA:0001140	dorsal tooth row	dorsal tooth rows
ZFA:0005918	dorsal-ventral polarized neuromast	dorsoventral oriented neuromast
ZFA:0005919	dorsal-ventral polarized posterior lateral line neuromast	perpendicular posterior lateral line neuromast
ZFA:0000506	dorsal zone of dorsal telencephalon	dorsal zone of dorsal telencephalic area
ZFA:0000506	dorsal zone of dorsal telencephalon	Dd
ZFA:0000506	dorsal zone of dorsal telencephalon	area dorsalis telencephali, zona dorsalis
ZFA:0000506	dorsal zone of dorsal telencephalon	dorsal zone of D
ZFA:0007060	dorsolateral field	dorsolateral fields
ZFA:0001695	dorsolateral motor nucleus of vagal nerve	dlX
ZFA:0001310	dorsolateral placode	dorsolateral placodes
ZFA:0001672	dorsolateral septum	dorsal bar
ZFA:0000655	dorsomedial optic tract	tractus opticus dorsomedialis
ZFA:0007001	dorso-rostral cluster	dorsorostral cluster
ZFA:0007001	dorso-rostral cluster	dorsal rostral cluster
ZFA:0007001	dorso-rostral cluster	drc
ZFA:0001322	dorsoventral diencephalic tract	DVDT
ZFA:0009002	early embryonic cell	early embryonic cells
ZFA:0009137	ectodermal cell	ectoderm cell
ZFA:0000656	ectopterygoid	ectopterygoids
ZFA:0005612	ectopterygoid-entopterygoid joint	ectopterygoid-entopterygoid synostosis
ZFA:0005611	ectopterygoid-quadrate joint	ectopterygoid-quadrate synostosis
ZFA:0000202	efferent branchial artery	EBA
ZFA:0005018	efferent filamental artery	EFA
ZFA:0005019	efferent lamellar arteriole	ELA
ZFA:0005019	efferent lamellar arteriole	efferent lamellar arterioles
ZFA:0009239	efferent neuron	output neuron
ZFA:0009128	electrically active cell	electrically active cells
ZFA:0009190	electrically responsive cell	electrically responsive cells
ZFA:0009193	electrically signaling cell	electrically signaling cells
ZFA:0001105	embryonic structure	embryonic structures
ZFA:0005142	enameloid	enamel
ZFA:0001317	endocardial cushion	endocardial cushions
ZFA:0001591	endochondral bone	endochondral bones
ZFA:0009096	endocrine cell	endocrine cells
ZFA:0001260	endocrine pancreas	tail pancreas
ZFA:0001260	endocrine pancreas	pancreatic islet
ZFA:0009139	endodermal cell	endoderm cell
ZFA:0009232	endorphin secreting cell	endorphin secreting cells
ZFA:0009065	endothelial cell	endothelial cells
ZFA:0009303	endothelial tip cell	endothelial tip cells
ZFA:0009231	enkephalin secreting cell	enkephalin secreting cells
ZFA:0001324	enteric musculature	gut musculature
ZFA:0001324	enteric musculature	tunica muscularis
ZFA:0009269	enterocyte	enterocytes
ZFA:0009097	enteroendocrine cell	enteroendocrine cells
ZFA:0000657	entopterygoid	mesopterygoid
ZFA:0000657	entopterygoid	endopterygoid
ZFA:0005614	entopterygoid-metapterygoid joint	entopterygoid-metapterygoid synostosis
ZFA:0001084	epaxial myotome region	epaxial myotome regions
ZFA:0009033	ependymal cell	ependymocyte
ZFA:0009294	ependymoglial cell	ependymoglial cells
ZFA:0001247	epibranchial 3 bone	infrapharyngobranchial 3
ZFA:0001244	epibranchial 5	interbranchial IV
ZFA:0000658	epibranchial bone	epibranchial bones
ZFA:0001527	epibranchial cartilage	epibranchial cartilages
ZFA:0007061	epibranchial field	epibranchial fields
ZFA:0001555	epibranchial ganglion	epibranchial ganglia
ZFA:0001294	epibranchial placode	epibranchial placodes
ZFA:0001382	epibranchial uncinate process	epibranchial uncinate processes
ZFA:0001180	epidermal basal stratum	basal epidermal layer
ZFA:0009183	epidermal cell	epidermal cells
ZFA:0000627	epihyal	posterior ceratohyal
ZFA:0000627	epihyal	caudal ceratohyal
ZFA:0009211	epinephrin secreting cell	epinephrin secreting cells
ZFA:0000507	epineural	epineurals
ZFA:0001412	epiotic	epioccipital
ZFA:0005891	epiotic-parietal joint	epioccipital-parietal
ZFA:0005889	epiotic-posttemporal joint	epioccipital-posttemporal joint
ZFA:0007004	epiphyseal cluster	ec
ZFA:0001292	epiphyseal stalk	pineal stalk
ZFA:0000019	epiphysis	pineal organ
ZFA:0000019	epiphysis	corpus pineale
ZFA:0000019	epiphysis	pineal gland
ZFA:0000350	epipleural	epipleurals
ZFA:0009034	epithelial cell	epithelial cells
ZFA:0009045	epithelial cell of pancreas	epithelial cells of pancreas
ZFA:0001388	epithelial mesenchymal boundary	epithelial mesenchymal boundarys
ZFA:0005237	erythroblast	normoblast
ZFA:0009325	erythroid lineage cell	erythroid lineage cells
ZFA:0009015	erythroid progenitor cell	burst forming unit erythroid
ZFA:0009015	erythroid progenitor cell	BFU-E
ZFA:0009015	erythroid progenitor cell	CFU-E
ZFA:0009015	erythroid progenitor cell	blast forming unit erythroid
ZFA:0009015	erythroid progenitor cell	colony forming unit erythroid
ZFA:0009015	erythroid progenitor cell	erythroid stem cell
ZFA:0009263	erythrophore	erythrophores
ZFA:0000415	esophageal sphincter	oesophagial sphincter
ZFA:0005785	esophageal striated muscle	oesophageal striated muscle (OSM)
ZFA:0000204	esophagus	oesophagus
ZFA:0009110	estradiol secreting cell	estradiol secreting cells
ZFA:0001405	ethmoid cartilage	ethmoid plate
ZFA:0009153	eurydendroid cell	eurydendroid cells
ZFA:0000086	EVL	enveloping layer
ZFA:0000661	exoccipital	exoccipitals
ZFA:0001597	exoccipital posteroventral region	exoccipitals posteroventral regions
ZFA:0009092	exocrine cell	exocrine cells
ZFA:0001249	exocrine pancreas	rostral pancreas
ZFA:0001249	exocrine pancreas	head pancreas
ZFA:0000106	extension	yolk extension
ZFA:0000352	external cellular layer	stratum cellulare externum bulbi olfactorii
ZFA:0005823	external lateral dorsal muscle	LSD
ZFA:0005823	external lateral dorsal muscle	lateralis superficialis dorsalis
ZFA:0000205	external lateral ventral muscle	lateralis superficialis ventralis
ZFA:0000205	external lateral ventral muscle	LSV
ZFA:0000205	external lateral ventral muscle	external ventral flexor
ZFA:0000510	external levatores	external levators
ZFA:0000662	external pharyngoclavicularis	external pharyngoclavicularae
ZFA:0000309	external yolk syncytial layer	E-YSL
ZFA:0009162	extracellular matrix secreting cell	extracellular matrix secreting cells
ZFA:0009176	extraembryonic cell	extraembryonic cells
ZFA:0000020	extraembryonic structure	extraembryonic structures
ZFA:0009152	extramedullary cell	extramedullary cells
ZFA:0000511	extraocular musculature	ocular musculature
ZFA:0000663	extrascapula	tabular
ZFA:0000663	extrascapula	supratemporal
ZFA:0000107	eye	eyes
ZFA:0009154	eye photoreceptor cell	eye photoreceptor cells
ZFA:0001291	facial ganglion	geniculate ganglion
ZFA:0001291	facial ganglion	gVII
ZFA:0000512	facial lobe	tuberculum impar of Herrick
ZFA:0000512	facial lobe	LVII
ZFA:0000512	facial lobe	lobus facialis
ZFA:0005831	facial lymphatic network	facial lymphatics
ZFA:0005836	facial lymphatic sprout	FLS
ZFA:0005108	facial lymphatic vessel	FL
ZFA:0000206	facial nerve motor nucleus	motor nucleus VII
ZFA:0000206	facial nerve motor nucleus	facial motor nucleus
ZFA:0000206	facial nerve motor nucleus	nucleus motorius nervi facialis
ZFA:0000206	facial nerve motor nucleus	nVII
ZFA:0001295	facial placode	geniculate placode
ZFA:0000762	facio-acoustic neural crest	facio acoustic neural crest
ZFA:0000353	fasciculus retroflexus	habenulo-interpeduncular tract
ZFA:0000353	fasciculus retroflexus	habenulointerpeduncular tract
ZFA:0000353	fasciculus retroflexus	tractus habenulo-interpeduncularis
ZFA:0000353	fasciculus retroflexus	fasciculus retroflexi
ZFA:0009117	fast muscle cell	fast muscle fiber
ZFA:0009117	fast muscle cell	white muscle cell
ZFA:0000513	fast muscle cell somite 1	fast muscle cells somite 1
ZFA:0000513	fast muscle cell somite 1	fast muscle fiber somite 1
ZFA:0000750	fast muscle cell somite 10	fast muscle cells somite 10
ZFA:0000750	fast muscle cell somite 10	fast muscle fiber somite 10
ZFA:0000876	fast muscle cell somite 11	fast muscle cells somite 11
ZFA:0000876	fast muscle cell somite 11	fast muscle fiber somite 11
ZFA:0000773	fast muscle cell somite 12	fast muscle cells somite 12
ZFA:0000773	fast muscle cell somite 12	fast muscle fiber somite 12
ZFA:0000752	fast muscle cell somite 13	fast muscle cells somite 13
ZFA:0000752	fast muscle cell somite 13	fast muscle fiber somite 13
ZFA:0000877	fast muscle cell somite 14	fast muscle fiber somite 14
ZFA:0000877	fast muscle cell somite 14	fast muscle cells somite 14
ZFA:0000784	fast muscle cell somite 15	fast muscle cells somite 15
ZFA:0000784	fast muscle cell somite 15	fast muscle fiber somite 15
ZFA:0000753	fast muscle cell somite 16	fast muscle cells somite 16
ZFA:0000753	fast muscle cell somite 16	fast muscle fiber somite 16
ZFA:0000878	fast muscle cell somite 17	fast muscle cells somite 17
ZFA:0000878	fast muscle cell somite 17	fast muscle fiber somite 17
ZFA:0000795	fast muscle cell somite 18	fast muscle fiber somite 18
ZFA:0000795	fast muscle cell somite 18	fast muscle cells somite 18
ZFA:0000754	fast muscle cell somite 19	fast muscle fiber somite 19
ZFA:0000754	fast muscle cell somite 19	fast muscle cells somite 19
ZFA:0000879	fast muscle cell somite 2	fast muscle fiber somite 2
ZFA:0000879	fast muscle cell somite 2	fast muscle cells somite 2
ZFA:0000806	fast muscle cell somite 20	fast muscle cells somite 20
ZFA:0000806	fast muscle cell somite 20	fast muscle fiber somite 20
ZFA:0000755	fast muscle cell somite 21	fast muscle cells somite 21
ZFA:0000755	fast muscle cell somite 21	fast muscle fiber somite 21
ZFA:0000880	fast muscle cell somite 22	fast muscle fiber somite 22
ZFA:0000880	fast muscle cell somite 22	fast muscle cells somite 22
ZFA:0000817	fast muscle cell somite 23	fast muscle fiber somite 23
ZFA:0000817	fast muscle cell somite 23	fast muscle cells somite 23
ZFA:0000756	fast muscle cell somite 24	fast muscle fiber somite 24
ZFA:0000756	fast muscle cell somite 24	fast muscle cells somite 24
ZFA:0000881	fast muscle cell somite 25	fast muscle fiber somite 25
ZFA:0000881	fast muscle cell somite 25	fast muscle cells somite 25
ZFA:0000827	fast muscle cell somite 26	fast muscle cells somite 26
ZFA:0000827	fast muscle cell somite 26	fast muscle fiber somite 26
ZFA:0000757	fast muscle cell somite 27	fast muscle cells somite 27
ZFA:0000757	fast muscle cell somite 27	fast muscle fiber somite 27
ZFA:0000883	fast muscle cell somite 28	fast muscle cells somite 28
ZFA:0000883	fast muscle cell somite 28	fast muscle fiber somite 28
ZFA:0000838	fast muscle cell somite 29	fast muscle fiber somite 29
ZFA:0000838	fast muscle cell somite 29	fast muscle cells somite 29
ZFA:0000758	fast muscle cell somite 3	fast muscle cells somite 3
ZFA:0000758	fast muscle cell somite 3	fast muscle fiber somite 3
ZFA:0000884	fast muscle cell somite 30	fast muscle cells somite 30
ZFA:0000884	fast muscle cell somite 30	fast muscle fiber somite 30
ZFA:0000849	fast muscle cell somite 4	fast muscle cells somite 4
ZFA:0000849	fast muscle cell somite 4	fast muscle fiber somite 4
ZFA:0000759	fast muscle cell somite 5	fast muscle fiber somite 5
ZFA:0000759	fast muscle cell somite 5	fast muscle cells somite 5
ZFA:0000885	fast muscle cell somite 6	fast muscle cells somite 6
ZFA:0000885	fast muscle cell somite 6	fast muscle fiber somite 6
ZFA:0000860	fast muscle cell somite 7	fast muscle cells somite 7
ZFA:0000860	fast muscle cell somite 7	fast muscle fiber somite 7
ZFA:0000760	fast muscle cell somite 8	fast muscle fiber somite 8
ZFA:0000760	fast muscle cell somite 8	fast muscle cells somite 8
ZFA:0000886	fast muscle cell somite 9	fast muscle cells somite 9
ZFA:0000886	fast muscle cell somite 9	fast muscle fiber somite 9
ZFA:0009369	fast muscle myoblast	fast muscle myoblasts
ZFA:0009082	fat cell	lipocyte
ZFA:0009082	fat cell	lipocytes
ZFA:0009082	fat cell	adipocyte
ZFA:0009286	fenestrated cell	window cell
ZFA:0005772	fertilized egg	zygote
ZFA:0009026	fibroblast	fibroblasts
ZFA:0005156	fibrous joint	syndesmosis
ZFA:0005156	fibrous joint	syndesmoses
ZFA:0000666	filamental artery	filamental arteries
ZFA:0000108	fin	fins
ZFA:0001383	fin bud	fin buds
ZFA:0000089	fin fold actinotrichium	fin fold actinotrichia
ZFA:0000089	fin fold actinotrichium	median fin fold actinotrichium
ZFA:0005316	fin fold pectoral fin bud	fin membrane pectoral fin bud
ZFA:0000022	floor plate	floorplate
ZFA:0000022	floor plate	fp
ZFA:0000871	floor plate diencephalic region	floorplate diencephalon
ZFA:0000887	floor plate neural rod	floorplate neural rod
ZFA:0000882	floor plate rhombomere 1	floor plate r1
ZFA:0000763	floor plate rhombomere 2	floorplate r2
ZFA:0000763	floor plate rhombomere 2	floor plate r2
ZFA:0000888	floor plate rhombomere 3	floor plate r3
ZFA:0000888	floor plate rhombomere 3	floorplate r3
ZFA:0000893	floor plate rhombomere 4	floorplate r4
ZFA:0000893	floor plate rhombomere 4	floor plate r4
ZFA:0000764	floor plate rhombomere 5	floor plate r5
ZFA:0000764	floor plate rhombomere 5	floorplate r5
ZFA:0000889	floor plate rhombomere 6	floorplate r6
ZFA:0000889	floor plate rhombomere 6	floor plate r6
ZFA:0000904	floor plate rhombomere 7	floorplate r7
ZFA:0000904	floor plate rhombomere 7	floor plate r7
ZFA:0000765	floor plate rhombomere 8	floorplate r8
ZFA:0000765	floor plate rhombomere 8	floor plate r8
ZFA:0001258	floor plate rhombomere region	floor plate hindbrain region
ZFA:0000890	floor plate spinal cord region	floorplate spinal cord
ZFA:0000914	floor plate telencephalic region	floorplate telencephalon
ZFA:0009202	follicle stimulating hormone secreting cell	gonadotrope
ZFA:0009202	follicle stimulating hormone secreting cell	delta basophil
ZFA:0009202	follicle stimulating hormone secreting cell	gonadotroph
ZFA:0009281	folliculostellate cell	folliculostellate cells
ZFA:0005386	foramen	foramina
ZFA:0000109	forebrain	prosencephalon
ZFA:0001367	forebrain midbrain boundary	diencephalic-mesencephalic boundary
ZFA:0007027	forebrain midbrain boundary neural keel	diencephalic-mesencephalic boundary neural keel
ZFA:0007020	forebrain midbrain boundary neural plate	diencephalic-mesencephalic boundary neural plate
ZFA:0007033	forebrain midbrain boundary neural rod	diencephalic-mesencephalic boundary neural rod
ZFA:0007040	forebrain midbrain boundary neural tube	diencephalic-mesencephalic boundary neural tube
ZFA:0001259	forebrain ventricle	prosencephalic ventricle
ZFA:0001259	forebrain ventricle	forebrain vesicle
ZFA:0000023	forerunner cell group	dorsal forerunner cells
ZFA:0000023	forerunner cell group	forerunner cells
ZFA:0000023	forerunner cell group	DFCs
ZFA:0000110	fourth ventricle	ventriculus rhombencephali
ZFA:0000110	fourth ventricle	hindbrain ventricle
ZFA:0000110	fourth ventricle	ventricle IV
ZFA:0000110	fourth ventricle	rhombencephalic ventricle
ZFA:0000110	fourth ventricle	rhombencephalic vesicle
ZFA:0000110	fourth ventricle	4th ventricle
ZFA:0005608	frontal-parietal joint	coronal suture
ZFA:0009276	GABAergic neuron	GABAergic neurons
ZFA:0009093	GAG secreting cell	hyaluronic acid secreting cell
ZFA:0009156	gamete	gametes
ZFA:0009339	gamma-delta intraepithelial T cell	gamma-delta intraepithelial T lymphocyte
ZFA:0009339	gamma-delta intraepithelial T cell	intraepithelial lymphocyte
ZFA:0009339	gamma-delta intraepithelial T cell	gamma-delta intraepithelial T-lymphocyte
ZFA:0009339	gamma-delta intraepithelial T cell	IEL
ZFA:0009339	gamma-delta intraepithelial T cell	gamma-delta intraepithelial T-cell
ZFA:0009336	gamma-delta T cell	gamma-delta T-lymphocyte
ZFA:0009336	gamma-delta T cell	gamma-delta T-cell
ZFA:0009336	gamma-delta T cell	gamma-delta T lymphocyte
ZFA:0000190	ganglion	ganglia
ZFA:0009182	gastrula cell	gastrula cells
ZFA:0009016	germ line cell	germ line cells
ZFA:0000210	gigantocellular part of magnocellular preoptic nucleus	nucleus praeopticus magnocellularis, pars gigantocellularis
ZFA:0000354	gill	gills
ZFA:0000667	gill filament	gill filaments
ZFA:0000211	gill lamella	gill lamellae
ZFA:0000356	gill raker	gill rakers
ZFA:0009073	glial cell	neuroglia
ZFA:0009147	glial cell (sensu Vertebrata)	glial cells (sensu Vertebrata)
ZFA:0009010	glioblast	glioblasts
ZFA:0009169	glioblast (sensu Vertebrata)	glioblasts (sensu Vertebrata)
ZFA:0005285	glomerular basement membrane	glomerular filtration membrane
ZFA:0000357	glomerular layer	stratum glomerulosum bulbi olfactorii
ZFA:0001301	glossopharyngeal ganglion	petrosal ganglion
ZFA:0001301	glossopharyngeal ganglion	gIX
ZFA:0000517	glossopharyngeal lobe	lobus glossopharyngei
